representation,representation_family,representation_kind,model,label_col,n_folds,mean_n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
random_matrisome_programs_r9,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8577419487893032,0.0036098058639533978,0.8560594591764188,0.006427937362328983,0.8222600692756259,0.005481455676911404,0.8597374616443085,0.003990922762804012
random_matrisome_programs_r7,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8590050215153987,0.005183315257950518,0.845463869189359,0.003602143362463553,0.8158935716247548,0.005430883186592387,0.8601046046421004,0.004819254286986856
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.7094704914618404,0.00783691735211038,0.7078147631208331,0.0135692320369913,0.6547561267112901,0.011154570175090464,0.7154239306992985,0.007124237416911123
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6809168751036756,0.00897889488635161,0.6969978416311463,0.009040769419490913,0.6411351771914356,0.011212544938492778,0.6789067240487935,0.00858786856102371
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.7073471348068032,0.009922476349960324,0.6908987685919918,0.014749999048155861,0.6344652956396759,0.010819006891692854,0.713157663138056,0.01001197898838034
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6584288938325503,0.006547093369368401,0.6777581120662063,0.0013182053554756626,0.6132105872426978,0.0037191373635926945,0.6627547711555462,0.006988085156883772
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6799565771661327,0.011118747112249463,0.6697542551391715,0.009583442036021668,0.6132476358845995,0.008339940890971356,0.6867595361278971,0.01063211110428664
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.685061390748934,0.0035126183335458354,0.6640684724481376,0.005764940681370625,0.6216516528117946,0.002108715153109331,0.6893458166897581,0.003760997794025414
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6744990584099944,0.007775682513720394,0.652756684064264,0.015311371401439419,0.5980024342572128,0.010939251613003537,0.6817343213106575,0.0078025531615880436
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6458459899196811,0.006958553343961371,0.6247884189362247,0.00993001084408537,0.5668629846274796,0.007596193281549456,0.6588337624642481,0.006583842390634194
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6275008131246166,0.010474854371120494,0.6103146789882483,0.018982234316985695,0.5513285890982835,0.014491591965981472,0.6397446591247343,0.010048928209621725
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.6398820161608437,0.007809676690063982,0.6046710170039907,0.004946599213850825,0.5514013809206499,0.0050620068041914825,0.6511655045599534,0.008038909292495323
